PlayerID,Age,Gender,Location,PlayTimeHours,SessionsPerWeek,AvgSessionDurationMinutes,EngagementLevel,GameGenre,GameDifficulty,PlayerLevel,AchievementsUnlocked,InGamePurchases,Age_range,PlayTimeHours_range,SessionsPerWeek_range,AvgSessionDurationMinutes_range,PlayerLevel_range,AchievementsUnlocked_range
31082,24,Male,USA,18,11,168,High,Simulation,Medium,91,30,1,24-31	,18-24	,10-13	,137-179	,74-99	,24-36	
31083,29,Female,Asia,14,18,124,High,Sports,Easy,52,42,0,24-31	,12-17	,14-19	,94-136	,50-73	,37-49	
31084,47,Male,USA,24,9,168,High,Sports,Easy,78,34,0,40-49	,18-24	,5-9	,137-179	,74-99	,24-36	
31085,33,Male,USA,21,6,85,Medium,Sports,Easy,51,4,0,32-39	,18-24	,5-9	,52-93	,50-73	,0-11	
31086,48,Female,USA,6,0,164,Low,Action,Hard,65,35,0,40-49	,1-6	,0-4	,137-179	,50-73	,24-36	
31087,39,Female,Europe,13,0,156,Low,Simulation,Easy,39,14,0,32-39	,12-17	,0-4	,137-179	,26-49	,12-23	
31088,30,Female,USA,13,3,109,Medium,Sports,Easy,42,12,0,24-31	,12-17	,0-4	,94-136	,26-49	,12-23	
31089,22,Male,Other,4,2,175,Medium,Simulation,Medium,12,2,0,15-23	,1-6	,0-4	,137-179	,1-25	,0-11	
31090,49,Female,USA,20,15,105,High,Action,Easy,56,40,0,40-49	,18-24	,14-19	,94-136	,50-73	,37-49	
31091,35,Female,Asia,9,5,19,Low,RPG,Easy,98,21,0,32-39	,7-11	,5-9	,10-51	,74-99	,12-23	
31092,33,Female,USA,4,15,143,High,Action,Easy,57,30,0,32-39	,1-6	,14-19	,137-179	,50-73	,24-36	
31093,25,Male,Asia,6,18,120,Medium,Sports,Medium,96,1,0,24-31	,1-6	,14-19	,94-136	,74-99	,0-11	
31094,25,Male,Europe,24,18,92,High,Strategy,Easy,14,3,0,24-31	,18-24	,14-19	,52-93	,1-25	,0-11	
31095,25,Female,Asia,14,8,88,Medium,Sports,Medium,64,15,0,24-31	,12-17	,5-9	,52-93	,50-73	,12-23	
31096,36,Female,Europe,1,13,77,Medium,RPG,Easy,24,7,0,32-39	,1-6	,10-13	,52-93	,1-25	,0-11	
31097,35,Male,USA,13,16,158,High,Action,Medium,74,6,1,32-39	,12-17	,14-19	,137-179	,74-99	,0-11	
31098,41,Male,Europe,24,1,56,Medium,Sports,Hard,85,0,0,40-49	,18-24	,0-4	,52-93	,74-99	,0-11	
31099,32,Female,USA,3,3,117,Medium,Simulation,Medium,27,34,0,32-39	,1-6	,0-4	,94-136	,26-49	,24-36	
31100,44,Female,USA,10,5,39,Medium,Sports,Medium,78,34,0,40-49	,7-11	,5-9	,10-51	,74-99	,24-36	
31101,47,Male,Other,10,4,72,Low,Strategy,Hard,1,19,0,40-49	,7-11	,0-4	,52-93	,1-25	,12-23	
31102,35,Male,Europe,4,1,18,Low,RPG,Hard,55,45,1,32-39	,1-6	,0-4	,10-51	,50-73	,37-49	
31103,16,Female,Asia,11,0,24,Low,Action,Easy,46,31,0,15-23	,7-11	,0-4	,10-51	,26-49	,24-36	
31104,27,Male,Asia,3,18,42,Medium,Sports,Easy,93,19,0,24-31	,1-6	,14-19	,10-51	,74-99	,12-23	
31105,16,Male,USA,17,2,154,Medium,Simulation,Hard,60,31,0,15-23	,12-17	,0-4	,137-179	,50-73	,24-36	
31106,45,Male,Asia,23,14,153,High,Sports,Easy,87,10,0,40-49	,18-24	,14-19	,137-179	,74-99	,0-11	
31107,24,Male,Asia,10,12,107,Medium,Sports,Easy,45,17,0,24-31	,7-11	,10-13	,94-136	,26-49	,12-23	
31108,37,Female,USA,24,17,19,Low,Sports,Easy,25,4,1,32-39	,18-24	,14-19	,10-51	,1-25	,0-11	
31109,36,Female,USA,14,1,27,Low,Simulation,Easy,75,17,1,32-39	,12-17	,0-4	,10-51	,74-99	,12-23	
31110,43,Female,USA,1,5,46,Low,Strategy,Easy,11,46,0,40-49	,1-6	,5-9	,10-51	,1-25	,37-49	
31111,47,Female,USA,5,9,51,Medium,Simulation,Medium,95,32,0,40-49	,1-6	,5-9	,10-51	,74-99	,24-36	
31112,45,Male,USA,3,1,19,Low,Simulation,Easy,46,45,0,40-49	,1-6	,0-4	,10-51	,26-49	,37-49	
31113,28,Male,USA,17,2,148,Medium,Sports,Easy,72,23,0,24-31	,12-17	,0-4	,137-179	,50-73	,12-23	
31114,24,Male,USA,18,3,160,Medium,RPG,Medium,53,3,0,24-31	,18-24	,0-4	,137-179	,50-73	,0-11	
31115,32,Female,Other,10,0,19,Low,Strategy,Easy,94,14,0,32-39	,7-11	,0-4	,10-51	,74-99	,12-23	
31116,25,Male,Europe,20,7,113,Medium,RPG,Medium,57,46,1,24-31	,18-24	,5-9	,94-136	,50-73	,37-49	
31117,17,Male,Europe,22,16,111,High,Sports,Easy,94,14,0,15-23	,18-24	,14-19	,94-136	,74-99	,12-23	
31118,16,Male,USA,7,16,15,Low,Simulation,Easy,50,7,0,15-23	,7-11	,14-19	,10-51	,50-73	,0-11	
31119,22,Female,USA,21,16,100,High,Strategy,Easy,66,28,0,15-23	,18-24	,14-19	,94-136	,50-73	,24-36	
31120,45,Female,USA,20,3,126,Medium,Sports,Easy,64,17,0,40-49	,18-24	,0-4	,94-136	,50-73	,12-23	
31121,22,Male,USA,10,3,148,Medium,RPG,Medium,10,1,0,15-23	,7-11	,0-4	,137-179	,1-25	,0-11	
31122,16,Female,Asia,9,0,134,Low,Action,Easy,14,32,1,15-23	,7-11	,0-4	,94-136	,1-25	,24-36	
31123,36,Female,USA,24,6,49,Low,Simulation,Easy,8,23,0,32-39	,18-24	,5-9	,10-51	,1-25	,12-23	
31124,19,Male,Europe,10,0,52,Low,Sports,Easy,41,34,0,15-23	,7-11	,0-4	,52-93	,26-49	,24-36	
31125,21,Male,Europe,8,4,126,Medium,Action,Easy,39,45,1,15-23	,7-11	,0-4	,94-136	,26-49	,37-49	
31126,34,Male,Europe,15,17,124,High,Simulation,Medium,22,39,0,32-39	,12-17	,14-19	,94-136	,1-25	,37-49	
31127,42,Female,Asia,21,10,12,Low,Action,Easy,17,40,0,40-49	,18-24	,10-13	,10-51	,1-25	,37-49	
31128,27,Male,USA,15,15,67,Medium,Sports,Medium,39,48,0,24-31	,12-17	,14-19	,52-93	,26-49	,37-49	
31129,16,Male,Europe,22,4,66,Low,Strategy,Easy,43,13,0,15-23	,18-24	,0-4	,52-93	,26-49	,12-23	
31130,46,Female,Europe,20,12,166,High,Simulation,Easy,20,24,0,40-49	,18-24	,10-13	,137-179	,1-25	,24-36	
31131,40,Female,USA,22,19,164,High,Sports,Easy,33,16,0,40-49	,18-24	,14-19	,137-179	,26-49	,12-23	
31132,17,Female,Asia,19,0,97,Low,RPG,Medium,90,1,0,15-23	,18-24	,0-4	,94-136	,74-99	,0-11	
31133,27,Male,USA,15,10,27,Medium,Sports,Medium,46,40,0,24-31	,12-17	,10-13	,10-51	,26-49	,37-49	
31134,35,Female,USA,2,7,40,Low,RPG,Easy,22,20,0,32-39	,1-6	,5-9	,10-51	,1-25	,12-23	
31135,37,Female,Asia,9,2,143,Low,Sports,Medium,22,9,0,32-39	,7-11	,0-4	,137-179	,1-25	,0-11	
31136,21,Female,Asia,2,13,39,Medium,Strategy,Hard,85,21,1,15-23	,1-6	,10-13	,10-51	,74-99	,12-23	
31137,31,Female,Europe,23,18,63,Medium,Strategy,Easy,91,8,0,24-31	,18-24	,14-19	,52-93	,74-99	,0-11	
31138,42,Female,USA,23,12,108,Medium,RPG,Easy,77,14,1,40-49	,18-24	,10-13	,94-136	,74-99	,12-23	
31139,44,Female,Asia,4,14,53,High,Strategy,Easy,46,27,0,40-49	,1-6	,14-19	,52-93	,26-49	,24-36	
31140,19,Male,USA,15,1,175,Low,Strategy,Medium,20,13,0,15-23	,12-17	,0-4	,137-179	,1-25	,12-23	
31141,38,Male,USA,20,6,120,Medium,RPG,Easy,64,19,0,32-39	,18-24	,5-9	,94-136	,50-73	,12-23	
31142,21,Male,USA,2,9,61,High,Simulation,Easy,51,31,0,15-23	,1-6	,5-9	,52-93	,50-73	,24-36	
31143,48,Female,USA,24,0,36,Low,Sports,Medium,85,12,0,40-49	,18-24	,0-4	,10-51	,74-99	,12-23	
31144,47,Male,Europe,15,0,166,Low,Strategy,Easy,14,43,0,40-49	,12-17	,0-4	,137-179	,1-25	,37-49	
31145,41,Male,USA,9,2,10,Low,Action,Easy,59,8,0,40-49	,7-11	,0-4	,10-51	,50-73	,0-11	
31146,28,Male,Europe,14,19,45,Medium,Simulation,Hard,72,1,0,24-31	,12-17	,14-19	,10-51	,50-73	,0-11	
31147,33,Female,USA,14,4,60,Low,Strategy,Medium,30,16,0,32-39	,12-17	,0-4	,52-93	,26-49	,12-23	
31148,26,Male,USA,3,7,90,Medium,Action,Hard,88,21,0,24-31	,1-6	,5-9	,52-93	,74-99	,12-23	
31149,17,Male,USA,14,11,36,Medium,Sports,Easy,23,33,0,15-23	,12-17	,10-13	,10-51	,1-25	,24-36	
31150,21,Male,USA,17,4,143,Medium,Strategy,Medium,28,35,1,15-23	,12-17	,0-4	,137-179	,26-49	,24-36	
31151,49,Male,USA,6,3,14,Low,Action,Medium,5,5,1,40-49	,1-6	,0-4	,10-51	,1-25	,0-11	
31152,39,Female,Europe,1,4,172,Medium,Action,Hard,60,35,0,32-39	,1-6	,0-4	,137-179	,50-73	,24-36	
31153,29,Female,Europe,13,0,55,Low,Strategy,Easy,52,41,1,24-31	,12-17	,0-4	,52-93	,50-73	,37-49	
31154,33,Male,USA,3,10,157,High,Sports,Easy,22,33,1,32-39	,1-6	,10-13	,137-179	,1-25	,24-36	
31155,33,Female,Asia,7,1,56,Low,Strategy,Easy,25,48,1,32-39	,7-11	,0-4	,52-93	,1-25	,37-49	
31156,37,Female,USA,12,4,137,Medium,Strategy,Hard,10,12,1,32-39	,12-17	,0-4	,137-179	,1-25	,12-23	
31157,25,Male,USA,2,8,25,Medium,Sports,Easy,87,31,0,24-31	,1-6	,5-9	,10-51	,74-99	,24-36	
31158,35,Male,Europe,22,7,72,Medium,Simulation,Easy,9,4,0,32-39	,18-24	,5-9	,52-93	,1-25	,0-11	
31159,48,Female,USA,9,16,134,High,RPG,Easy,60,7,0,40-49	,7-11	,14-19	,94-136	,50-73	,0-11	
31160,21,Female,USA,11,2,77,Medium,Strategy,Easy,81,41,0,15-23	,7-11	,0-4	,52-93	,74-99	,37-49	
31161,41,Female,USA,14,11,54,Medium,Simulation,Easy,37,16,1,40-49	,12-17	,10-13	,52-93	,26-49	,12-23	
31162,37,Male,Other,13,9,130,Medium,Action,Hard,45,19,0,32-39	,12-17	,5-9	,94-136	,26-49	,12-23	
31163,34,Female,Asia,6,12,18,Low,RPG,Hard,43,2,0,32-39	,1-6	,10-13	,10-51	,26-49	,0-11	
31164,41,Female,Asia,4,14,67,High,Simulation,Easy,12,22,0,40-49	,1-6	,14-19	,52-93	,1-25	,12-23	
31165,22,Female,USA,5,16,130,High,Action,Medium,91,36,1,15-23	,1-6	,14-19	,94-136	,74-99	,24-36	
31166,17,Male,USA,9,15,97,High,Sports,Easy,6,4,0,15-23	,7-11	,14-19	,94-136	,1-25	,0-11	
31167,16,Male,Europe,18,1,66,Low,Sports,Hard,96,26,0,15-23	,18-24	,0-4	,52-93	,74-99	,24-36	
31168,36,Male,USA,16,19,146,High,Sports,Easy,65,37,0,32-39	,12-17	,14-19	,137-179	,50-73	,37-49	
31169,20,Female,USA,15,9,157,High,Action,Hard,72,29,0,15-23	,12-17	,5-9	,137-179	,50-73	,24-36	
31170,38,Male,Other,4,6,136,Medium,Action,Easy,19,47,0,32-39	,1-6	,5-9	,94-136	,1-25	,37-49	
31171,26,Male,USA,3,10,104,Medium,Sports,Hard,7,15,0,24-31	,1-6	,10-13	,94-136	,1-25	,12-23	
31172,31,Male,Other,5,3,29,Low,Simulation,Medium,40,42,0,24-31	,1-6	,0-4	,10-51	,26-49	,37-49	
31173,36,Male,USA,20,11,177,High,Action,Medium,2,39,0,32-39	,18-24	,10-13	,137-179	,1-25	,37-49	
31174,33,Male,USA,19,6,19,Low,Strategy,Medium,20,19,0,32-39	,18-24	,5-9	,10-51	,1-25	,12-23	
31175,23,Male,USA,17,2,76,Low,Action,Easy,6,30,0,15-23	,12-17	,0-4	,52-93	,1-25	,24-36	
31176,26,Male,Europe,22,11,142,High,Action,Easy,11,37,0,24-31	,18-24	,10-13	,137-179	,1-25	,37-49	
31177,46,Male,USA,2,0,92,Low,Sports,Medium,30,38,0,40-49	,1-6	,0-4	,52-93	,26-49	,37-49	
31178,45,Male,Europe,16,10,23,Low,Sports,Easy,26,11,0,40-49	,12-17	,10-13	,10-51	,26-49	,0-11	
31179,31,Male,Asia,20,2,175,Medium,Strategy,Hard,4,41,0,24-31	,18-24	,0-4	,137-179	,1-25	,37-49	
31180,37,Female,Europe,13,19,104,High,Sports,Easy,81,44,0,32-39	,12-17	,14-19	,94-136	,74-99	,37-49	
31181,24,Male,Europe,10,12,97,Medium,Strategy,Easy,79,20,0,24-31	,7-11	,10-13	,94-136	,74-99	,12-23	
31182,44,Male,Europe,17,10,154,Medium,Strategy,Easy,97,0,0,40-49	,12-17	,10-13	,137-179	,74-99	,0-11	
31183,33,Female,Asia,18,4,151,Medium,Simulation,Easy,84,41,0,32-39	,18-24	,0-4	,137-179	,74-99	,37-49	
31184,40,Male,Europe,17,10,151,High,Strategy,Easy,84,14,0,40-49	,12-17	,10-13	,137-179	,74-99	,12-23	
31185,40,Female,Asia,24,10,114,Medium,Action,Easy,72,15,1,40-49	,18-24	,10-13	,94-136	,50-73	,12-23	
31186,25,Male,Asia,24,2,62,Low,Sports,Medium,90,20,1,24-31	,18-24	,0-4	,52-93	,74-99	,12-23	
31187,34,Female,USA,16,14,16,Low,Action,Easy,52,17,0,32-39	,12-17	,14-19	,10-51	,50-73	,12-23	
31188,18,Male,Europe,24,19,175,High,Sports,Hard,74,25,0,15-23	,18-24	,14-19	,137-179	,74-99	,24-36	
31189,26,Male,Asia,23,17,164,High,Simulation,Medium,4,1,0,24-31	,18-24	,14-19	,137-179	,1-25	,0-11	
31190,39,Male,Asia,6,13,84,Medium,Sports,Hard,65,49,0,32-39	,1-6	,10-13	,52-93	,50-73	,37-49	
31191,24,Male,Europe,18,15,55,Medium,Strategy,Easy,12,49,0,24-31	,18-24	,14-19	,52-93	,1-25	,37-49	
31192,36,Male,USA,8,11,59,Medium,Sports,Hard,27,30,0,32-39	,7-11	,10-13	,52-93	,26-49	,24-36	
31193,21,Male,USA,20,17,116,High,Strategy,Medium,40,2,0,15-23	,18-24	,14-19	,94-136	,26-49	,0-11	
31194,38,Male,USA,8,4,133,Medium,Simulation,Easy,52,36,0,32-39	,7-11	,0-4	,94-136	,50-73	,24-36	
31195,16,Female,USA,6,10,95,Medium,Action,Easy,79,37,0,15-23	,1-6	,10-13	,94-136	,74-99	,37-49	
31196,46,Male,Other,24,4,67,Medium,Sports,Medium,94,16,0,40-49	,18-24	,0-4	,52-93	,74-99	,12-23	
31197,35,Male,Europe,7,14,168,High,Action,Easy,61,10,0,32-39	,7-11	,14-19	,137-179	,50-73	,0-11	
31198,21,Male,USA,17,1,39,Low,RPG,Hard,1,46,1,15-23	,12-17	,0-4	,10-51	,1-25	,37-49	
31199,22,Female,USA,2,16,63,Medium,Simulation,Easy,9,44,0,15-23	,1-6	,14-19	,52-93	,1-25	,37-49	
31200,35,Male,USA,12,1,174,Medium,RPG,Easy,95,42,0,32-39	,12-17	,0-4	,137-179	,74-99	,37-49	
31201,22,Male,Asia,13,3,91,Medium,Action,Easy,27,46,0,15-23	,12-17	,0-4	,52-93	,26-49	,37-49	
31202,39,Male,Europe,19,16,127,High,Strategy,Hard,32,45,0,32-39	,18-24	,14-19	,94-136	,26-49	,37-49	
31203,42,Female,USA,17,4,129,Medium,Simulation,Hard,44,9,0,40-49	,12-17	,0-4	,94-136	,26-49	,0-11	
31204,42,Female,Asia,16,15,95,Medium,RPG,Medium,3,0,0,40-49	,12-17	,14-19	,94-136	,1-25	,0-11	
31205,45,Male,Asia,7,11,53,Medium,Strategy,Hard,22,42,1,40-49	,7-11	,10-13	,52-93	,1-25	,37-49	
31206,39,Male,Europe,11,13,81,Medium,Simulation,Easy,99,24,0,32-39	,7-11	,10-13	,52-93	,74-99	,24-36	
31207,26,Female,Europe,15,15,129,High,Sports,Easy,34,3,1,24-31	,12-17	,14-19	,94-136	,26-49	,0-11	
31208,45,Male,Asia,10,16,29,Medium,RPG,Easy,29,44,0,40-49	,7-11	,14-19	,10-51	,26-49	,37-49	
31209,32,Male,USA,22,0,46,Low,RPG,Medium,78,0,0,32-39	,18-24	,0-4	,10-51	,74-99	,0-11	
31210,40,Male,Asia,22,3,99,Medium,Strategy,Hard,86,48,0,40-49	,18-24	,0-4	,94-136	,74-99	,37-49	
31211,20,Male,USA,13,7,95,Medium,Simulation,Hard,15,19,0,15-23	,12-17	,5-9	,94-136	,1-25	,12-23	
31212,23,Male,Other,3,9,129,Medium,Strategy,Easy,32,23,0,15-23	,1-6	,5-9	,94-136	,26-49	,12-23	
31213,25,Female,Other,6,7,103,Medium,Sports,Medium,2,5,0,24-31	,1-6	,5-9	,94-136	,1-25	,0-11	
31214,45,Female,USA,23,19,35,Medium,Action,Medium,73,37,0,40-49	,18-24	,14-19	,10-51	,50-73	,37-49	
31215,16,Male,Europe,20,5,88,Medium,Simulation,Medium,31,31,0,15-23	,18-24	,5-9	,52-93	,26-49	,24-36	
31216,43,Female,Other,18,19,156,High,Action,Easy,20,11,0,40-49	,18-24	,14-19	,137-179	,1-25	,0-11	
31217,19,Male,Europe,10,6,50,Low,Sports,Hard,26,4,0,15-23	,7-11	,5-9	,10-51	,26-49	,0-11	
31218,37,Male,Europe,9,3,95,Medium,Strategy,Medium,29,45,0,32-39	,7-11	,0-4	,94-136	,26-49	,37-49	
31219,21,Female,Other,14,18,32,Medium,RPG,Easy,68,32,0,15-23	,12-17	,14-19	,10-51	,50-73	,24-36	
31220,27,Female,Europe,14,15,172,High,Simulation,Easy,42,40,1,24-31	,12-17	,14-19	,137-179	,26-49	,37-49	
31221,24,Female,USA,15,7,178,Medium,Strategy,Easy,88,32,0,24-31	,12-17	,5-9	,137-179	,74-99	,24-36	
31222,30,Female,Europe,14,8,140,Medium,Action,Hard,82,43,0,24-31	,12-17	,5-9	,137-179	,74-99	,37-49	
31223,29,Male,USA,8,18,87,High,Sports,Medium,14,34,0,24-31	,7-11	,14-19	,52-93	,1-25	,24-36	
31224,33,Male,USA,5,12,170,High,Strategy,Hard,22,25,0,32-39	,1-6	,10-13	,137-179	,1-25	,24-36	
31225,35,Female,USA,24,7,25,Low,Simulation,Hard,8,42,0,32-39	,18-24	,5-9	,10-51	,1-25	,37-49	
31226,49,Male,USA,3,13,22,Medium,RPG,Hard,34,45,0,40-49	,1-6	,10-13	,10-51	,26-49	,37-49	
31227,29,Female,USA,20,10,99,Medium,Action,Hard,48,11,0,24-31	,18-24	,10-13	,94-136	,26-49	,0-11	
31228,28,Male,USA,5,9,27,Low,Action,Medium,10,5,1,24-31	,1-6	,5-9	,10-51	,1-25	,0-11	
31229,43,Female,Asia,23,3,167,Low,Simulation,Easy,5,21,0,40-49	,18-24	,0-4	,137-179	,1-25	,12-23	
31230,19,Male,USA,12,0,178,Low,Simulation,Easy,12,25,0,15-23	,12-17	,0-4	,137-179	,1-25	,24-36	
31231,32,Female,Europe,9,6,66,Medium,Action,Easy,80,40,1,32-39	,7-11	,5-9	,52-93	,74-99	,37-49	
31232,15,Female,Other,23,18,155,High,Action,Easy,7,29,0,15-23	,18-24	,14-19	,137-179	,1-25	,24-36	
31233,41,Male,Europe,9,3,36,Low,Strategy,Medium,67,28,0,40-49	,7-11	,0-4	,10-51	,50-73	,24-36	
31234,41,Male,Europe,13,17,103,High,Action,Easy,1,28,0,40-49	,12-17	,14-19	,94-136	,1-25	,24-36	
31235,39,Female,Europe,20,19,174,High,Strategy,Medium,79,20,1,32-39	,18-24	,14-19	,137-179	,74-99	,12-23	
31236,35,Male,USA,18,9,30,Low,Sports,Easy,59,17,0,32-39	,18-24	,5-9	,10-51	,50-73	,12-23	
31237,28,Male,USA,22,11,96,Medium,Action,Hard,63,49,1,24-31	,18-24	,10-13	,94-136	,50-73	,37-49	
31238,34,Male,Other,9,11,75,Medium,Sports,Medium,13,41,0,32-39	,7-11	,10-13	,52-93	,1-25	,37-49	
31239,42,Male,Europe,5,19,145,High,Simulation,Medium,16,19,0,40-49	,1-6	,14-19	,137-179	,1-25	,12-23	
31240,35,Male,Other,11,2,50,Low,Sports,Easy,23,22,0,32-39	,7-11	,0-4	,10-51	,1-25	,12-23	
31241,37,Female,USA,17,16,88,High,Simulation,Easy,62,26,0,32-39	,12-17	,14-19	,52-93	,50-73	,24-36	
31242,25,Male,USA,7,13,70,Medium,Simulation,Hard,56,45,0,24-31	,7-11	,10-13	,52-93	,50-73	,37-49	
31243,16,Male,Europe,17,5,105,Medium,Action,Hard,99,30,1,15-23	,12-17	,5-9	,94-136	,74-99	,24-36	
31244,34,Male,Asia,5,18,18,Medium,Action,Medium,89,14,0,32-39	,1-6	,14-19	,10-51	,74-99	,12-23	
31245,38,Male,Europe,24,13,23,Low,Strategy,Easy,7,33,0,32-39	,18-24	,10-13	,10-51	,1-25	,24-36	
31246,39,Female,Asia,14,8,63,Medium,Strategy,Easy,80,41,0,32-39	,12-17	,5-9	,52-93	,74-99	,37-49	
31247,36,Male,Europe,2,11,43,Medium,Simulation,Easy,5,28,0,32-39	,1-6	,10-13	,10-51	,1-25	,24-36	
31248,38,Male,Asia,3,5,97,Medium,Action,Easy,69,40,0,32-39	,1-6	,5-9	,94-136	,50-73	,37-49	
31249,29,Male,USA,15,7,119,Medium,Strategy,Medium,30,8,0,24-31	,12-17	,5-9	,94-136	,26-49	,0-11	
31250,26,Female,USA,14,2,14,Low,RPG,Medium,6,23,0,24-31	,12-17	,0-4	,10-51	,1-25	,12-23	
31251,45,Female,Asia,10,10,142,Medium,Simulation,Easy,30,6,0,40-49	,7-11	,10-13	,137-179	,26-49	,0-11	
31252,45,Male,Asia,15,4,42,Low,Simulation,Easy,27,35,0,40-49	,12-17	,0-4	,10-51	,26-49	,24-36	
31253,44,Female,USA,3,3,176,Medium,RPG,Easy,26,27,1,40-49	,1-6	,0-4	,137-179	,26-49	,24-36	
31254,34,Male,USA,3,1,121,Low,Action,Medium,4,23,0,32-39	,1-6	,0-4	,94-136	,1-25	,12-23	
31255,22,Male,Europe,7,10,32,Low,Action,Medium,9,38,0,15-23	,7-11	,10-13	,10-51	,1-25	,37-49	
31256,44,Male,USA,20,3,11,Low,Action,Easy,35,14,0,40-49	,18-24	,0-4	,10-51	,26-49	,12-23	
31257,49,Female,USA,6,15,68,Medium,RPG,Hard,83,31,0,40-49	,1-6	,14-19	,52-93	,74-99	,24-36	
31258,35,Female,USA,18,17,43,Medium,RPG,Easy,86,33,0,32-39	,18-24	,14-19	,10-51	,74-99	,24-36	
31259,42,Male,Europe,14,6,111,Medium,Action,Easy,71,39,0,40-49	,12-17	,5-9	,94-136	,50-73	,37-49	
31260,31,Female,USA,9,13,169,High,RPG,Hard,82,19,0,24-31	,7-11	,10-13	,137-179	,74-99	,12-23	
31261,26,Male,USA,4,6,66,Medium,Sports,Hard,63,19,0,24-31	,1-6	,5-9	,52-93	,50-73	,12-23	
31262,32,Male,USA,18,3,166,Medium,Simulation,Easy,21,44,1,32-39	,18-24	,0-4	,137-179	,1-25	,37-49	
31263,42,Female,Asia,11,12,140,High,Action,Medium,73,28,1,40-49	,7-11	,10-13	,137-179	,50-73	,24-36	
31264,17,Female,USA,15,4,97,Medium,Action,Easy,13,0,0,15-23	,12-17	,0-4	,94-136	,1-25	,0-11	
31265,29,Male,Europe,11,18,158,High,Simulation,Easy,32,11,0,24-31	,7-11	,14-19	,137-179	,26-49	,0-11	
31266,30,Female,USA,17,17,166,Medium,RPG,Easy,31,1,0,24-31	,12-17	,14-19	,137-179	,26-49	,0-11	
31267,36,Female,USA,2,17,119,High,Simulation,Easy,45,43,0,32-39	,1-6	,14-19	,94-136	,26-49	,37-49	
31268,45,Male,USA,2,8,124,Medium,Action,Hard,40,49,0,40-49	,1-6	,5-9	,94-136	,26-49	,37-49	
31269,45,Male,USA,7,17,125,High,RPG,Easy,23,11,1,40-49	,7-11	,14-19	,94-136	,1-25	,0-11	
31270,15,Male,Europe,20,0,165,Low,Strategy,Easy,1,18,0,15-23	,18-24	,0-4	,137-179	,1-25	,12-23	
31271,25,Female,Europe,11,11,102,Medium,RPG,Hard,21,30,0,24-31	,7-11	,10-13	,94-136	,1-25	,24-36	
31272,20,Male,USA,24,2,39,Low,RPG,Easy,14,15,0,15-23	,18-24	,0-4	,10-51	,1-25	,12-23	
31273,37,Male,USA,19,13,68,Medium,Action,Medium,55,20,0,32-39	,18-24	,10-13	,52-93	,50-73	,12-23	
31274,23,Male,USA,15,19,56,Medium,Action,Easy,53,22,0,15-23	,12-17	,14-19	,52-93	,50-73	,12-23	
31275,30,Male,Other,7,7,129,Medium,Strategy,Hard,5,19,0,24-31	,7-11	,5-9	,94-136	,1-25	,12-23	
31276,33,Female,Europe,7,13,72,Medium,Action,Medium,5,7,1,32-39	,7-11	,10-13	,52-93	,1-25	,0-11	
31277,27,Female,Asia,9,9,27,Low,RPG,Medium,61,5,0,24-31	,7-11	,5-9	,10-51	,50-73	,0-11	
31278,46,Male,USA,21,12,170,High,Strategy,Hard,90,40,0,40-49	,18-24	,10-13	,137-179	,74-99	,37-49	
31279,23,Male,Asia,20,4,107,High,RPG,Easy,85,32,0,15-23	,18-24	,0-4	,94-136	,74-99	,24-36	
31280,45,Male,Europe,18,15,30,Medium,RPG,Easy,84,20,1,40-49	,18-24	,14-19	,10-51	,74-99	,12-23	
31281,45,Female,Europe,13,3,172,Medium,RPG,Hard,21,45,0,40-49	,12-17	,0-4	,137-179	,1-25	,37-49	
31282,33,Female,Europe,9,15,38,Medium,Strategy,Medium,30,19,0,32-39	,7-11	,14-19	,10-51	,26-49	,12-23	
31283,16,Female,USA,18,8,172,High,Action,Easy,78,47,1,15-23	,18-24	,5-9	,137-179	,74-99	,37-49	
31284,46,Male,USA,8,13,179,High,Simulation,Medium,65,48,0,40-49	,7-11	,10-13	,137-179	,50-73	,37-49	
31285,48,Male,Europe,19,10,36,Medium,Strategy,Medium,76,13,0,40-49	,18-24	,10-13	,10-51	,74-99	,12-23	
31286,15,Female,Europe,4,13,165,High,Action,Easy,38,32,0,15-23	,1-6	,10-13	,137-179	,26-49	,24-36	
31287,35,Female,USA,16,10,79,Medium,RPG,Medium,89,31,0,32-39	,12-17	,10-13	,52-93	,74-99	,24-36	
31288,17,Female,Other,3,16,95,High,Simulation,Easy,93,45,0,15-23	,1-6	,14-19	,94-136	,74-99	,37-49	
31289,41,Male,Asia,14,19,142,High,RPG,Easy,55,40,0,40-49	,12-17	,14-19	,137-179	,50-73	,37-49	
31290,21,Male,Europe,3,18,148,High,Simulation,Hard,72,35,1,15-23	,1-6	,14-19	,137-179	,50-73	,24-36	
31291,47,Male,Other,22,6,55,Medium,Strategy,Medium,35,31,0,40-49	,18-24	,5-9	,52-93	,26-49	,24-36	
31292,23,Male,Europe,10,4,92,Medium,Strategy,Easy,39,46,1,15-23	,7-11	,0-4	,52-93	,26-49	,37-49	
31293,44,Male,Other,16,10,146,High,RPG,Hard,91,33,0,40-49	,12-17	,10-13	,137-179	,74-99	,24-36	
31294,32,Male,Asia,9,3,64,High,Simulation,Medium,86,27,0,32-39	,7-11	,0-4	,52-93	,74-99	,24-36	
